u,v,u_adcode,v_adcode,u_reach,v_reach,u_prov,v_prov,cross_reach,cross_province
227,230,340405,340422,downstream,downstream,Anhui,Anhui,False,False
227,229,340405,340421,downstream,downstream,Anhui,Anhui,False,False
227,228,340405,340406,downstream,downstream,Anhui,Anhui,False,False
228,229,340406,340421,downstream,downstream,Anhui,Anhui,False,False
228,292,340406,341622,downstream,downstream,Anhui,Anhui,False,False
229,230,340421,340422,downstream,downstream,Anhui,Anhui,False,False
229,276,340421,341226,downstream,downstream,Anhui,Anhui,False,False
229,293,340421,341623,downstream,downstream,Anhui,Anhui,False,False
229,292,340421,341622,downstream,downstream,Anhui,Anhui,False,False
230,283,340422,341502,downstream,downstream,Anhui,Anhui,False,False
230,284,340422,341503,downstream,downstream,Anhui,Anhui,False,False
230,286,340422,341522,downstream,downstream,Anhui,Anhui,False,False
230,276,340422,341226,downstream,downstream,Anhui,Anhui,False,False
231,234,340503,340521,downstream,downstream,Anhui,Anhui,False,False
231,232,340503,340504,downstream,downstream,Anhui,Anhui,False,False
231,236,340503,340523,downstream,downstream,Anhui,Anhui,False,False
232,233,340504,340506,downstream,downstream,Anhui,Anhui,False,False
232,234,340504,340521,downstream,downstream,Anhui,Anhui,False,False
233,234,340506,340521,downstream,downstream,Anhui,Anhui,False,False
234,298,340521,341802,downstream,downstream,Anhui,Anhui,False,False
234,236,340521,340523,downstream,downstream,Anhui,Anhui,False,False
235,265,340522,341124,downstream,downstream,Anhui,Anhui,False,False
235,236,340522,340523,downstream,downstream,Anhui,Anhui,False,False
236,265,340523,341124,downstream,downstream,Anhui,Anhui,False,False
237,239,340602,340604,downstream,downstream,Anhui,Anhui,False,False
237,238,340602,340603,downstream,downstream,Anhui,Anhui,False,False
237,280,340602,341322,downstream,downstream,Anhui,Anhui,False,False
238,240,340603,340621,downstream,downstream,Anhui,Anhui,False,False
238,239,340603,340604,downstream,downstream,Anhui,Anhui,False,False
238,280,340603,341322,downstream,downstream,Anhui,Anhui,False,False
239,240,340604,340621,downstream,downstream,Anhui,Anhui,False,False
239,278,340604,341302,downstream,downstream,Anhui,Anhui,False,False
239,280,340604,341322,downstream,downstream,Anhui,Anhui,False,False
240,292,340621,341622,downstream,downstream,Anhui,Anhui,False,False
240,291,340621,341621,downstream,downstream,Anhui,Anhui,False,False
240,278,340621,341302,downstream,downstream,Anhui,Anhui,False,False
241,243,340705,340711,downstream,downstream,Anhui,Anhui,False,False
241,242,340705,340706,downstream,downstream,Anhui,Anhui,False,False
242,294,340706,341702,downstream,downstream,Anhui,Anhui,False,False
242,297,340706,341723,downstream,downstream,Anhui,Anhui,False,False
242,243,340706,340711,downstream,downstream,Anhui,Anhui,False,False
243,294,340711,341702,downstream,downstream,Anhui,Anhui,False,False
243,247,340711,340811,downstream,downstream,Anhui,Anhui,False,False
243,244,340711,340722,downstream,downstream,Anhui,Anhui,False,False
243,248,340711,340822,downstream,downstream,Anhui,Anhui,False,False
244,294,340722,341702,downstream,downstream,Anhui,Anhui,False,False
244,245,340722,340802,downstream,downstream,Anhui,Anhui,False,False
244,247,340722,340811,downstream,downstream,Anhui,Anhui,False,False
244,253,340722,340881,downstream,downstream,Anhui,Anhui,False,False
245,295,340802,341721,downstream,downstream,Anhui,Anhui,False,False
245,246,340802,340803,downstream,downstream,Anhui,Anhui,False,False
245,294,340802,341702,downstream,downstream,Anhui,Anhui,False,False
245,247,340802,340811,downstream,downstream,Anhui,Anhui,False,False
245,253,340802,340881,downstream,downstream,Anhui,Anhui,False,False
246,295,340803,341721,downstream,downstream,Anhui,Anhui,False,False
246,247,340803,340811,downstream,downstream,Anhui,Anhui,False,False
246,251,340803,340827,downstream,downstream,Anhui,Anhui,False,False
246,248,340803,340822,downstream,downstream,Anhui,Anhui,False,False
247,248,340811,340822,downstream,downstream,Anhui,Anhui,False,False
247,253,340811,340881,downstream,downstream,Anhui,Anhui,False,False
248,251,340822,340827,downstream,downstream,Anhui,Anhui,False,False
248,249,340822,340825,downstream,downstream,Anhui,Anhui,False,False
248,254,340822,340882,downstream,downstream,Anhui,Anhui,False,False
248,253,340822,340881,downstream,downstream,Anhui,Anhui,False,False
249,250,340825,340826,downstream,downstream,Anhui,Anhui,False,False
249,483,340825,421126,downstream,midstream,Anhui,Hubei,True,True
249,251,340825,340827,downstream,downstream,Anhui,Anhui,False,False
249,481,340825,421124,downstream,midstream,Anhui,Hubei,True,True
249,254,340825,340882,downstream,downstream,Anhui,Anhui,False,False
249,252,340825,340828,downstream,downstream,Anhui,Anhui,False,False
250,325,340826,360404,downstream,midstream,Anhui,Jiangxi,True,True
250,331,340826,360429,downstream,midstream,Anhui,Jiangxi,True,True
250,332,340826,360430,downstream,midstream,Anhui,Jiangxi,True,True
250,484,340826,421127,downstream,midstream,Anhui,Hubei,True,True
250,483,340826,421126,downstream,midstream,Anhui,Hubei,True,True
250,251,340826,340827,downstream,downstream,Anhui,Anhui,False,False
251,295,340827,341721,downstream,downstream,Anhui,Anhui,False,False
251,332,340827,360430,downstream,midstream,Anhui,Jiangxi,True,True
252,481,340828,421124,downstream,midstream,Anhui,Hubei,True,True
252,254,340828,340882,downstream,downstream,Anhui,Anhui,False,False
252,289,340828,341525,downstream,downstream,Anhui,Anhui,False,False
252,287,340828,341523,downstream,downstream,Anhui,Anhui,False,False
253,254,340881,340882,downstream,downstream,Anhui,Anhui,False,False
253,287,340881,341523,downstream,downstream,Anhui,Anhui,False,False
254,287,340882,341523,downstream,downstream,Anhui,Anhui,False,False
255,259,341002,341022,downstream,downstream,Anhui,Anhui,False,False
255,257,341002,341004,downstream,downstream,Anhui,Anhui,False,False
255,258,341002,341021,downstream,downstream,Anhui,Anhui,False,False
256,259,341003,341022,downstream,downstream,Anhui,Anhui,False,False
256,257,341003,341004,downstream,downstream,Anhui,Anhui,False,False
256,260,341003,341023,downstream,downstream,Anhui,Anhui,False,False
256,258,341003,341021,downstream,downstream,Anhui,Anhui,False,False
256,301,341003,341824,downstream,downstream,Anhui,Anhui,False,False
256,302,341003,341825,downstream,downstream,Anhui,Anhui,False,False
256,296,341003,341722,downstream,downstream,Anhui,Anhui,False,False
256,297,341003,341723,downstream,downstream,Anhui,Anhui,False,False
256,300,341003,341823,downstream,downstream,Anhui,Anhui,False,False
257,259,341004,341022,downstream,downstream,Anhui,Anhui,False,False
257,258,341004,341021,downstream,downstream,Anhui,Anhui,False,False
258,259,341021,341022,downstream,downstream,Anhui,Anhui,False,False
258,301,341021,341824,downstream,downstream,Anhui,Anhui,False,False
259,403,341022,361130,downstream,midstream,Anhui,Jiangxi,True,True
259,316,341022,360222,downstream,midstream,Anhui,Jiangxi,True,True
259,261,341022,341024,downstream,downstream,Anhui,Anhui,False,False
259,260,341022,341023,downstream,downstream,Anhui,Anhui,False,False
260,261,341023,341024,downstream,downstream,Anhui,Anhui,False,False
260,296,341023,341722,downstream,downstream,Anhui,Anhui,False,False
261,316,341024,360222,downstream,midstream,Anhui,Jiangxi,True,True
261,295,341024,341721,downstream,downstream,Anhui,Anhui,False,False
261,296,341024,341722,downstream,downstream,Anhui,Anhui,False,False
262,263,341102,341103,downstream,downstream,Anhui,Anhui,False,False
262,264,341102,341122,downstream,downstream,Anhui,Anhui,False,False
263,265,341103,341124,downstream,downstream,Anhui,Anhui,False,False
263,266,341103,341125,downstream,downstream,Anhui,Anhui,False,False
263,264,341103,341122,downstream,downstream,Anhui,Anhui,False,False
263,269,341103,341182,downstream,downstream,Anhui,Anhui,False,False
264,269,341122,341182,downstream,downstream,Anhui,Anhui,False,False
264,268,341122,341181,downstream,downstream,Anhui,Anhui,False,False
266,267,341125,341126,downstream,downstream,Anhui,Anhui,False,False
266,269,341125,341182,downstream,downstream,Anhui,Anhui,False,False
267,269,341126,341182,downstream,downstream,Anhui,Anhui,False,False
270,273,341202,341221,downstream,downstream,Anhui,Anhui,False,False
270,275,341202,341225,downstream,downstream,Anhui,Anhui,False,False
270,276,341202,341226,downstream,downstream,Anhui,Anhui,False,False
270,271,341202,341203,downstream,downstream,Anhui,Anhui,False,False
270,272,341202,341204,downstream,downstream,Anhui,Anhui,False,False
271,276,341203,341226,downstream,downstream,Anhui,Anhui,False,False
271,272,341203,341204,downstream,downstream,Anhui,Anhui,False,False
271,293,341203,341623,downstream,downstream,Anhui,Anhui,False,False
272,273,341204,341221,downstream,downstream,Anhui,Anhui,False,False
272,277,341204,341282,downstream,downstream,Anhui,Anhui,False,False
272,274,341204,341222,downstream,downstream,Anhui,Anhui,False,False
272,293,341204,341623,downstream,downstream,Anhui,Anhui,False,False
273,277,341221,341282,downstream,downstream,Anhui,Anhui,False,False
273,275,341221,341225,downstream,downstream,Anhui,Anhui,False,False
274,277,341222,341282,downstream,downstream,Anhui,Anhui,False,False
274,293,341222,341623,downstream,downstream,Anhui,Anhui,False,False
274,291,341222,341621,downstream,downstream,Anhui,Anhui,False,False
274,290,341222,341602,downstream,downstream,Anhui,Anhui,False,False
275,286,341225,341522,downstream,downstream,Anhui,Anhui,False,False
275,276,341225,341226,downstream,downstream,Anhui,Anhui,False,False
276,286,341226,341522,downstream,downstream,Anhui,Anhui,False,False
276,293,341226,341623,downstream,downstream,Anhui,Anhui,False,False
278,280,341302,341322,downstream,downstream,Anhui,Anhui,False,False
278,281,341302,341323,downstream,downstream,Anhui,Anhui,False,False
279,280,341321,341322,downstream,downstream,Anhui,Anhui,False,False
281,282,341323,341324,downstream,downstream,Anhui,Anhui,False,False
283,289,341502,341525,downstream,downstream,Anhui,Anhui,False,False
283,287,341502,341523,downstream,downstream,Anhui,Anhui,False,False
283,284,341502,341503,downstream,downstream,Anhui,Anhui,False,False
284,289,341503,341525,downstream,downstream,Anhui,Anhui,False,False
284,288,341503,341524,downstream,downstream,Anhui,Anhui,False,False
284,285,341503,341504,downstream,downstream,Anhui,Anhui,False,False
284,286,341503,341522,downstream,downstream,Anhui,Anhui,False,False
285,288,341504,341524,downstream,downstream,Anhui,Anhui,False,False
285,286,341504,341522,downstream,downstream,Anhui,Anhui,False,False
287,289,341523,341525,downstream,downstream,Anhui,Anhui,False,False
288,481,341524,421124,downstream,midstream,Anhui,Hubei,True,True
288,480,341524,421123,downstream,midstream,Anhui,Hubei,True,True
288,289,341524,341525,downstream,downstream,Anhui,Anhui,False,False
288,485,341524,421181,downstream,midstream,Anhui,Hubei,True,True
289,481,341525,421124,downstream,midstream,Anhui,Hubei,True,True
290,291,341602,341621,downstream,downstream,Anhui,Anhui,False,False
291,293,341621,341623,downstream,downstream,Anhui,Anhui,False,False
291,292,341621,341622,downstream,downstream,Anhui,Anhui,False,False
292,293,341622,341623,downstream,downstream,Anhui,Anhui,False,False
294,295,341702,341721,downstream,downstream,Anhui,Anhui,False,False
294,296,341702,341722,downstream,downstream,Anhui,Anhui,False,False
294,297,341702,341723,downstream,downstream,Anhui,Anhui,False,False
295,401,341721,361128,downstream,midstream,Anhui,Jiangxi,True,True
295,316,341721,360222,downstream,midstream,Anhui,Jiangxi,True,True
295,296,341721,341722,downstream,downstream,Anhui,Anhui,False,False
295,332,341721,360430,downstream,midstream,Anhui,Jiangxi,True,True
296,297,341722,341723,downstream,downstream,Anhui,Anhui,False,False
297,300,341723,341823,downstream,downstream,Anhui,Anhui,False,False
298,300,341802,341823,downstream,downstream,Anhui,Anhui,False,False
298,303,341802,341881,downstream,downstream,Anhui,Anhui,False,False
298,304,341802,341882,downstream,downstream,Anhui,Anhui,False,False
298,299,341802,341821,downstream,downstream,Anhui,Anhui,False,False
299,304,341821,341882,downstream,downstream,Anhui,Anhui,False,False
300,302,341823,341825,downstream,downstream,Anhui,Anhui,False,False
300,303,341823,341881,downstream,downstream,Anhui,Anhui,False,False
301,302,341824,341825,downstream,downstream,Anhui,Anhui,False,False
301,303,341824,341881,downstream,downstream,Anhui,Anhui,False,False
302,303,341825,341881,downstream,downstream,Anhui,Anhui,False,False
303,304,341881,341882,downstream,downstream,Anhui,Anhui,False,False
305,310,360102,360113,midstream,midstream,Jiangxi,Jiangxi,False,False
305,311,360102,360121,midstream,midstream,Jiangxi,Jiangxi,False,False
305,306,360102,360103,midstream,midstream,Jiangxi,Jiangxi,False,False
305,308,360102,360111,midstream,midstream,Jiangxi,Jiangxi,False,False
305,309,360102,360112,midstream,midstream,Jiangxi,Jiangxi,False,False
306,310,360103,360113,midstream,midstream,Jiangxi,Jiangxi,False,False
306,307,360103,360104,midstream,midstream,Jiangxi,Jiangxi,False,False
306,311,360103,360121,midstream,midstream,Jiangxi,Jiangxi,False,False
306,308,360103,360111,midstream,midstream,Jiangxi,Jiangxi,False,False
307,311,360104,360121,midstream,midstream,Jiangxi,Jiangxi,False,False
307,308,360104,360111,midstream,midstream,Jiangxi,Jiangxi,False,False
308,310,360111,360113,midstream,midstream,Jiangxi,Jiangxi,False,False
308,311,360111,360121,midstream,midstream,Jiangxi,Jiangxi,False,False
308,309,360111,360112,midstream,midstream,Jiangxi,Jiangxi,False,False
309,379,360112,360981,midstream,midstream,Jiangxi,Jiangxi,False,False
309,381,360112,360983,midstream,midstream,Jiangxi,Jiangxi,False,False
309,310,360112,360113,midstream,midstream,Jiangxi,Jiangxi,False,False
309,401,360112,361128,midstream,midstream,Jiangxi,Jiangxi,False,False
309,311,360112,360121,midstream,midstream,Jiangxi,Jiangxi,False,False
309,312,360112,360123,midstream,midstream,Jiangxi,Jiangxi,False,False
309,400,360112,361127,midstream,midstream,Jiangxi,Jiangxi,False,False
309,328,360112,360425,midstream,midstream,Jiangxi,Jiangxi,False,False
309,330,360112,360428,midstream,midstream,Jiangxi,Jiangxi,False,False
310,311,360113,360121,midstream,midstream,Jiangxi,Jiangxi,False,False
311,379,360121,360981,midstream,midstream,Jiangxi,Jiangxi,False,False
311,313,360121,360124,midstream,midstream,Jiangxi,Jiangxi,False,False
311,400,360121,361127,midstream,midstream,Jiangxi,Jiangxi,False,False
312,381,360123,360983,midstream,midstream,Jiangxi,Jiangxi,False,False
312,373,360123,360921,midstream,midstream,Jiangxi,Jiangxi,False,False
312,377,360123,360925,midstream,midstream,Jiangxi,Jiangxi,False,False
312,328,360123,360425,midstream,midstream,Jiangxi,Jiangxi,False,False
313,383,360124,361003,midstream,midstream,Jiangxi,Jiangxi,False,False
313,382,360124,361002,midstream,midstream,Jiangxi,Jiangxi,False,False
313,379,360124,360981,midstream,midstream,Jiangxi,Jiangxi,False,False
313,400,360124,361127,midstream,midstream,Jiangxi,Jiangxi,False,False
314,317,360202,360281,midstream,midstream,Jiangxi,Jiangxi,False,False
314,401,360202,361128,midstream,midstream,Jiangxi,Jiangxi,False,False
314,315,360202,360203,midstream,midstream,Jiangxi,Jiangxi,False,False
314,316,360202,360222,midstream,midstream,Jiangxi,Jiangxi,False,False
315,316,360203,360222,midstream,midstream,Jiangxi,Jiangxi,False,False
316,317,360222,360281,midstream,midstream,Jiangxi,Jiangxi,False,False
316,401,360222,361128,midstream,midstream,Jiangxi,Jiangxi,False,False
316,403,360222,361130,midstream,midstream,Jiangxi,Jiangxi,False,False
317,399,360281,361126,midstream,midstream,Jiangxi,Jiangxi,False,False
317,402,360281,361129,midstream,midstream,Jiangxi,Jiangxi,False,False
317,404,360281,361181,midstream,midstream,Jiangxi,Jiangxi,False,False
317,401,360281,361128,midstream,midstream,Jiangxi,Jiangxi,False,False
317,403,360281,361130,midstream,midstream,Jiangxi,Jiangxi,False,False
318,319,360302,360313,midstream,midstream,Jiangxi,Jiangxi,False,False
318,322,360302,360323,midstream,midstream,Jiangxi,Jiangxi,False,False
318,321,360302,360322,midstream,midstream,Jiangxi,Jiangxi,False,False
319,522,360313,430223,midstream,midstream,Jiangxi,Hunan,False,True
319,320,360313,360321,midstream,midstream,Jiangxi,Jiangxi,False,False
319,322,360313,360323,midstream,midstream,Jiangxi,Jiangxi,False,False
319,525,360313,430281,midstream,midstream,Jiangxi,Hunan,False,True
319,321,360313,360322,midstream,midstream,Jiangxi,Jiangxi,False,False
320,523,360321,430224,midstream,midstream,Jiangxi,Hunan,False,True
320,370,360321,360830,midstream,midstream,Jiangxi,Jiangxi,False,False
320,522,360321,430223,midstream,midstream,Jiangxi,Hunan,False,True
320,369,360321,360829,midstream,midstream,Jiangxi,Jiangxi,False,False
320,322,360321,360323,midstream,midstream,Jiangxi,Jiangxi,False,False
321,322,360322,360323,midstream,midstream,Jiangxi,Jiangxi,False,False
321,525,360322,430281,midstream,midstream,Jiangxi,Hunan,False,True
321,372,360322,360902,midstream,midstream,Jiangxi,Jiangxi,False,False
321,515,360322,430181,midstream,midstream,Jiangxi,Hunan,False,True
322,369,360323,360829,midstream,midstream,Jiangxi,Jiangxi,False,False
322,372,360323,360902,midstream,midstream,Jiangxi,Jiangxi,False,False
323,335,360402,360483,midstream,midstream,Jiangxi,Jiangxi,False,False
323,325,360402,360404,midstream,midstream,Jiangxi,Jiangxi,False,False
323,331,360402,360429,midstream,midstream,Jiangxi,Jiangxi,False,False
323,324,360402,360403,midstream,midstream,Jiangxi,Jiangxi,False,False
323,484,360402,421127,midstream,midstream,Jiangxi,Hubei,False,True
324,325,360403,360404,midstream,midstream,Jiangxi,Jiangxi,False,False
324,484,360403,421127,midstream,midstream,Jiangxi,Hubei,False,True
325,334,360404,360482,midstream,midstream,Jiangxi,Jiangxi,False,False
325,329,360404,360426,midstream,midstream,Jiangxi,Jiangxi,False,False
325,335,360404,360483,midstream,midstream,Jiangxi,Jiangxi,False,False
325,333,360404,360481,midstream,midstream,Jiangxi,Jiangxi,False,False
325,331,360404,360429,midstream,midstream,Jiangxi,Jiangxi,False,False
325,486,360404,421182,midstream,midstream,Jiangxi,Hubei,False,True
325,484,360404,421127,midstream,midstream,Jiangxi,Hubei,False,True
326,327,360423,360424,midstream,midstream,Jiangxi,Jiangxi,False,False
326,377,360423,360925,midstream,midstream,Jiangxi,Jiangxi,False,False
326,328,360423,360425,midstream,midstream,Jiangxi,Jiangxi,False,False
326,329,360423,360426,midstream,midstream,Jiangxi,Jiangxi,False,False
326,333,360423,360481,midstream,midstream,Jiangxi,Jiangxi,False,False
326,491,360423,421224,midstream,midstream,Jiangxi,Hubei,False,True
326,422,360423,420222,midstream,midstream,Jiangxi,Hubei,False,True
327,376,360424,360924,midstream,midstream,Jiangxi,Jiangxi,False,False
327,378,360424,360926,midstream,midstream,Jiangxi,Jiangxi,False,False
327,561,360424,430626,midstream,midstream,Jiangxi,Hunan,False,True
327,489,360424,421222,midstream,midstream,Jiangxi,Hubei,False,True
327,373,360424,360921,midstream,midstream,Jiangxi,Jiangxi,False,False
327,377,360424,360925,midstream,midstream,Jiangxi,Jiangxi,False,False
327,490,360424,421223,midstream,midstream,Jiangxi,Hubei,False,True
327,491,360424,421224,midstream,midstream,Jiangxi,Hubei,False,True
328,377,360425,360925,midstream,midstream,Jiangxi,Jiangxi,False,False
328,334,360425,360482,midstream,midstream,Jiangxi,Jiangxi,False,False
328,330,360425,360428,midstream,midstream,Jiangxi,Jiangxi,False,False
328,329,360425,360426,midstream,midstream,Jiangxi,Jiangxi,False,False
328,335,360425,360483,midstream,midstream,Jiangxi,Jiangxi,False,False
329,334,360426,360482,midstream,midstream,Jiangxi,Jiangxi,False,False
329,333,360426,360481,midstream,midstream,Jiangxi,Jiangxi,False,False
330,401,360428,361128,midstream,midstream,Jiangxi,Jiangxi,False,False
330,400,360428,361127,midstream,midstream,Jiangxi,Jiangxi,False,False
330,335,360428,360483,midstream,midstream,Jiangxi,Jiangxi,False,False
330,331,360428,360429,midstream,midstream,Jiangxi,Jiangxi,False,False
330,332,360428,360430,midstream,midstream,Jiangxi,Jiangxi,False,False
331,335,360429,360483,midstream,midstream,Jiangxi,Jiangxi,False,False
331,332,360429,360430,midstream,midstream,Jiangxi,Jiangxi,False,False
332,401,360430,361128,midstream,midstream,Jiangxi,Jiangxi,False,False
333,422,360481,420222,midstream,midstream,Jiangxi,Hubei,False,True
333,486,360481,421182,midstream,midstream,Jiangxi,Hubei,False,True
334,335,360482,360483,midstream,midstream,Jiangxi,Jiangxi,False,False
336,363,360502,360823,midstream,midstream,Jiangxi,Jiangxi,False,False
336,361,360502,360821,midstream,midstream,Jiangxi,Jiangxi,False,False
336,337,360502,360521,midstream,midstream,Jiangxi,Jiangxi,False,False
336,364,360502,360824,midstream,midstream,Jiangxi,Jiangxi,False,False
336,380,360502,360982,midstream,midstream,Jiangxi,Jiangxi,False,False
336,381,360502,360983,midstream,midstream,Jiangxi,Jiangxi,False,False
336,375,360502,360923,midstream,midstream,Jiangxi,Jiangxi,False,False
337,361,360521,360821,midstream,midstream,Jiangxi,Jiangxi,False,False
337,369,360521,360829,midstream,midstream,Jiangxi,Jiangxi,False,False
337,372,360521,360902,midstream,midstream,Jiangxi,Jiangxi,False,False
337,375,360521,360923,midstream,midstream,Jiangxi,Jiangxi,False,False
338,340,360602,360681,midstream,midstream,Jiangxi,Jiangxi,False,False
338,339,360602,360603,midstream,midstream,Jiangxi,Jiangxi,False,False
339,390,360603,361027,midstream,midstream,Jiangxi,Jiangxi,False,False
339,383,360603,361003,midstream,midstream,Jiangxi,Jiangxi,False,False
339,340,360603,360681,midstream,midstream,Jiangxi,Jiangxi,False,False
339,402,360603,361129,midstream,midstream,Jiangxi,Jiangxi,False,False
339,400,360603,361127,midstream,midstream,Jiangxi,Jiangxi,False,False
340,391,360681,361028,midstream,midstream,Jiangxi,Jiangxi,False,False
340,390,360681,361027,midstream,midstream,Jiangxi,Jiangxi,False,False
340,397,360681,361124,midstream,midstream,Jiangxi,Jiangxi,False,False
340,399,360681,361126,midstream,midstream,Jiangxi,Jiangxi,False,False
340,402,360681,361129,midstream,midstream,Jiangxi,Jiangxi,False,False
341,342,360702,360703,midstream,midstream,Jiangxi,Jiangxi,False,False
341,343,360702,360704,midstream,midstream,Jiangxi,Jiangxi,False,False
342,345,360703,360723,midstream,midstream,Jiangxi,Jiangxi,False,False
342,347,360703,360725,midstream,midstream,Jiangxi,Jiangxi,False,False
342,346,360703,360724,midstream,midstream,Jiangxi,Jiangxi,False,False
342,344,360703,360722,midstream,midstream,Jiangxi,Jiangxi,False,False
342,343,360703,360704,midstream,midstream,Jiangxi,Jiangxi,False,False
342,367,360703,360827,midstream,midstream,Jiangxi,Jiangxi,False,False
342,368,360703,360828,midstream,midstream,Jiangxi,Jiangxi,False,False
343,344,360704,360722,midstream,midstream,Jiangxi,Jiangxi,False,False
343,348,360704,360726,midstream,midstream,Jiangxi,Jiangxi,False,False
343,352,360704,360731,midstream,midstream,Jiangxi,Jiangxi,False,False
343,368,360704,360828,midstream,midstream,Jiangxi,Jiangxi,False,False
343,353,360704,360732,midstream,midstream,Jiangxi,Jiangxi,False,False
344,350,360722,360729,midstream,midstream,Jiangxi,Jiangxi,False,False
344,345,360722,360723,midstream,midstream,Jiangxi,Jiangxi,False,False
344,358,360722,360783,midstream,midstream,Jiangxi,Jiangxi,False,False
344,349,360722,360728,midstream,midstream,Jiangxi,Jiangxi,False,False
344,348,360722,360726,midstream,midstream,Jiangxi,Jiangxi,False,False
345,347,360723,360725,midstream,midstream,Jiangxi,Jiangxi,False,False
346,347,360724,360725,midstream,midstream,Jiangxi,Jiangxi,False,False
346,591,360724,431027,midstream,midstream,Jiangxi,Hunan,False,True
346,367,360724,360827,midstream,midstream,Jiangxi,Jiangxi,False,False
347,590,360725,431026,midstream,midstream,Jiangxi,Hunan,False,True
347,591,360725,431027,midstream,midstream,Jiangxi,Hunan,False,True
348,349,360726,360728,midstream,midstream,Jiangxi,Jiangxi,False,False
348,355,360726,360734,midstream,midstream,Jiangxi,Jiangxi,False,False
348,354,360726,360733,midstream,midstream,Jiangxi,Jiangxi,False,False
348,352,360726,360731,midstream,midstream,Jiangxi,Jiangxi,False,False
349,358,360728,360783,midstream,midstream,Jiangxi,Jiangxi,False,False
349,355,360728,360734,midstream,midstream,Jiangxi,Jiangxi,False,False
350,358,360729,360783,midstream,midstream,Jiangxi,Jiangxi,False,False
351,352,360730,360731,midstream,midstream,Jiangxi,Jiangxi,False,False
351,357,360730,360781,midstream,midstream,Jiangxi,Jiangxi,False,False
351,353,360730,360732,midstream,midstream,Jiangxi,Jiangxi,False,False
351,392,360730,361030,midstream,midstream,Jiangxi,Jiangxi,False,False
351,365,360730,360825,midstream,midstream,Jiangxi,Jiangxi,False,False
351,388,360730,361025,midstream,midstream,Jiangxi,Jiangxi,False,False
351,389,360730,361026,midstream,midstream,Jiangxi,Jiangxi,False,False
351,356,360730,360735,midstream,midstream,Jiangxi,Jiangxi,False,False
351,386,360730,361023,midstream,midstream,Jiangxi,Jiangxi,False,False
352,354,360731,360733,midstream,midstream,Jiangxi,Jiangxi,False,False
352,357,360731,360781,midstream,midstream,Jiangxi,Jiangxi,False,False
352,353,360731,360732,midstream,midstream,Jiangxi,Jiangxi,False,False
353,368,360732,360828,midstream,midstream,Jiangxi,Jiangxi,False,False
353,366,360732,360826,midstream,midstream,Jiangxi,Jiangxi,False,False
353,360,360732,360803,midstream,midstream,Jiangxi,Jiangxi,False,False
353,365,360732,360825,midstream,midstream,Jiangxi,Jiangxi,False,False
354,355,360733,360734,midstream,midstream,Jiangxi,Jiangxi,False,False
354,357,360733,360781,midstream,midstream,Jiangxi,Jiangxi,False,False
356,357,360735,360781,midstream,midstream,Jiangxi,Jiangxi,False,False
356,392,360735,361030,midstream,midstream,Jiangxi,Jiangxi,False,False
359,360,360802,360803,midstream,midstream,Jiangxi,Jiangxi,False,False
359,362,360802,360822,midstream,midstream,Jiangxi,Jiangxi,False,False
359,361,360802,360821,midstream,midstream,Jiangxi,Jiangxi,False,False
360,366,360803,360826,midstream,midstream,Jiangxi,Jiangxi,False,False
360,365,360803,360825,midstream,midstream,Jiangxi,Jiangxi,False,False
360,362,360803,360822,midstream,midstream,Jiangxi,Jiangxi,False,False
360,361,360803,360821,midstream,midstream,Jiangxi,Jiangxi,False,False
361,366,360821,360826,midstream,midstream,Jiangxi,Jiangxi,False,False
361,370,360821,360830,midstream,midstream,Jiangxi,Jiangxi,False,False
361,362,360821,360822,midstream,midstream,Jiangxi,Jiangxi,False,False
361,363,360821,360823,midstream,midstream,Jiangxi,Jiangxi,False,False
361,369,360821,360829,midstream,midstream,Jiangxi,Jiangxi,False,False
362,365,360822,360825,midstream,midstream,Jiangxi,Jiangxi,False,False
362,363,360822,360823,midstream,midstream,Jiangxi,Jiangxi,False,False
363,365,360823,360825,midstream,midstream,Jiangxi,Jiangxi,False,False
363,364,360823,360824,midstream,midstream,Jiangxi,Jiangxi,False,False
364,365,360824,360825,midstream,midstream,Jiangxi,Jiangxi,False,False
364,388,360824,361025,midstream,midstream,Jiangxi,Jiangxi,False,False
364,380,360824,360982,midstream,midstream,Jiangxi,Jiangxi,False,False
364,379,360824,360981,midstream,midstream,Jiangxi,Jiangxi,False,False
365,388,360825,361025,midstream,midstream,Jiangxi,Jiangxi,False,False
366,367,360826,360827,midstream,midstream,Jiangxi,Jiangxi,False,False
366,368,360826,360828,midstream,midstream,Jiangxi,Jiangxi,False,False
366,371,360826,360881,midstream,midstream,Jiangxi,Jiangxi,False,False
366,370,360826,360830,midstream,midstream,Jiangxi,Jiangxi,False,False
367,591,360827,431027,midstream,midstream,Jiangxi,Hunan,False,True
367,524,360827,430225,midstream,midstream,Jiangxi,Hunan,False,True
367,368,360827,360828,midstream,midstream,Jiangxi,Jiangxi,False,False
367,371,360827,360881,midstream,midstream,Jiangxi,Jiangxi,False,False
369,370,360829,360830,midstream,midstream,Jiangxi,Jiangxi,False,False
369,372,360829,360902,midstream,midstream,Jiangxi,Jiangxi,False,False
370,371,360830,360881,midstream,midstream,Jiangxi,Jiangxi,False,False
370,523,360830,430224,midstream,midstream,Jiangxi,Hunan,False,True
371,524,360881,430225,midstream,midstream,Jiangxi,Hunan,False,True
