u,v,u_adcode,v_adcode,u_reach,v_reach,u_prov,v_prov,cross_reach,cross_province
922,924,522632,522634,upstream,upstream,Guizhou,Guizhou,False,False
923,929,522633,522722,upstream,upstream,Guizhou,Guizhou,False,False
924,938,522634,522732,upstream,upstream,Guizhou,Guizhou,False,False
924,926,522634,522636,upstream,upstream,Guizhou,Guizhou,False,False
925,926,522635,522636,upstream,upstream,Guizhou,Guizhou,False,False
925,927,522635,522701,upstream,upstream,Guizhou,Guizhou,False,False
925,930,522635,522723,upstream,upstream,Guizhou,Guizhou,False,False
925,928,522635,522702,upstream,upstream,Guizhou,Guizhou,False,False
926,938,522636,522732,upstream,upstream,Guizhou,Guizhou,False,False
926,927,522636,522701,upstream,upstream,Guizhou,Guizhou,False,False
927,932,522701,522726,upstream,upstream,Guizhou,Guizhou,False,False
927,933,522701,522727,upstream,upstream,Guizhou,Guizhou,False,False
927,938,522701,522732,upstream,upstream,Guizhou,Guizhou,False,False
927,930,522701,522723,upstream,upstream,Guizhou,Guizhou,False,False
928,930,522702,522723,upstream,upstream,Guizhou,Guizhou,False,False
928,936,522702,522730,upstream,upstream,Guizhou,Guizhou,False,False
928,931,522702,522725,upstream,upstream,Guizhou,Guizhou,False,False
929,932,522722,522726,upstream,upstream,Guizhou,Guizhou,False,False
929,938,522722,522732,upstream,upstream,Guizhou,Guizhou,False,False
930,933,522723,522727,upstream,upstream,Guizhou,Guizhou,False,False
930,937,522723,522731,upstream,upstream,Guizhou,Guizhou,False,False
930,936,522723,522730,upstream,upstream,Guizhou,Guizhou,False,False
932,933,522726,522727,upstream,upstream,Guizhou,Guizhou,False,False
932,938,522726,522732,upstream,upstream,Guizhou,Guizhou,False,False
933,934,522727,522728,upstream,upstream,Guizhou,Guizhou,False,False
933,937,522727,522731,upstream,upstream,Guizhou,Guizhou,False,False
934,935,522728,522729,upstream,upstream,Guizhou,Guizhou,False,False
934,937,522728,522731,upstream,upstream,Guizhou,Guizhou,False,False
935,937,522729,522731,upstream,upstream,Guizhou,Guizhou,False,False
936,937,522730,522731,upstream,upstream,Guizhou,Guizhou,False,False
939,942,530102,530112,upstream,upstream,Yunnan,Yunnan,False,False
939,941,530102,530111,upstream,upstream,Yunnan,Yunnan,False,False
939,940,530102,530103,upstream,upstream,Yunnan,Yunnan,False,False
939,946,530102,530124,upstream,upstream,Yunnan,Yunnan,False,False
940,942,530103,530112,upstream,upstream,Yunnan,Yunnan,False,False
940,941,530103,530111,upstream,upstream,Yunnan,Yunnan,False,False
940,949,530103,530127,upstream,upstream,Yunnan,Yunnan,False,False
940,946,530103,530124,upstream,upstream,Yunnan,Yunnan,False,False
940,951,530103,530129,upstream,upstream,Yunnan,Yunnan,False,False
941,944,530111,530114,upstream,upstream,Yunnan,Yunnan,False,False
941,947,530111,530125,upstream,upstream,Yunnan,Yunnan,False,False
941,942,530111,530112,upstream,upstream,Yunnan,Yunnan,False,False
941,949,530111,530127,upstream,upstream,Yunnan,Yunnan,False,False
942,945,530112,530115,upstream,upstream,Yunnan,Yunnan,False,False
942,952,530112,530181,upstream,upstream,Yunnan,Yunnan,False,False
942,1019,530112,532331,upstream,upstream,Yunnan,Yunnan,False,False
942,944,530112,530114,upstream,upstream,Yunnan,Yunnan,False,False
942,946,530112,530124,upstream,upstream,Yunnan,Yunnan,False,False
943,951,530113,530129,upstream,upstream,Yunnan,Yunnan,False,False
943,950,530113,530128,upstream,upstream,Yunnan,Yunnan,False,False
943,960,530113,530326,upstream,upstream,Yunnan,Yunnan,False,False
943,978,530113,530622,upstream,upstream,Yunnan,Yunnan,False,False
944,945,530114,530115,upstream,upstream,Yunnan,Yunnan,False,False
944,970,530114,530481,upstream,upstream,Yunnan,Yunnan,False,False
944,947,530114,530125,upstream,upstream,Yunnan,Yunnan,False,False
945,966,530115,530425,upstream,upstream,Yunnan,Yunnan,False,False
945,967,530115,530426,upstream,upstream,Yunnan,Yunnan,False,False
945,962,530115,530402,upstream,upstream,Yunnan,Yunnan,False,False
945,963,530115,530403,upstream,upstream,Yunnan,Yunnan,False,False
945,970,530115,530481,upstream,upstream,Yunnan,Yunnan,False,False
945,952,530115,530181,upstream,upstream,Yunnan,Yunnan,False,False
946,1019,530124,532331,upstream,upstream,Yunnan,Yunnan,False,False
946,1018,530124,532329,upstream,upstream,Yunnan,Yunnan,False,False
946,951,530124,530129,upstream,upstream,Yunnan,Yunnan,False,False
946,950,530124,530128,upstream,upstream,Yunnan,Yunnan,False,False
947,1023,530125,532504,upstream,upstream,Yunnan,Yunnan,False,False
947,965,530125,530424,upstream,upstream,Yunnan,Yunnan,False,False
947,970,530125,530481,upstream,upstream,Yunnan,Yunnan,False,False
947,948,530125,530126,upstream,upstream,Yunnan,Yunnan,False,False
947,956,530125,530322,upstream,upstream,Yunnan,Yunnan,False,False
947,949,530125,530127,upstream,upstream,Yunnan,Yunnan,False,False
947,955,530125,530304,upstream,upstream,Yunnan,Yunnan,False,False
948,1023,530126,532504,upstream,upstream,Yunnan,Yunnan,False,False
948,1027,530126,532527,upstream,upstream,Yunnan,Yunnan,False,False
948,956,530126,530322,upstream,upstream,Yunnan,Yunnan,False,False
949,955,530127,530304,upstream,upstream,Yunnan,Yunnan,False,False
949,951,530127,530129,upstream,upstream,Yunnan,Yunnan,False,False
950,1018,530128,532329,upstream,upstream,Yunnan,Yunnan,False,False
950,951,530128,530129,upstream,upstream,Yunnan,Yunnan,False,False
951,955,530129,530304,upstream,upstream,Yunnan,Yunnan,False,False
951,954,530129,530303,upstream,upstream,Yunnan,Yunnan,False,False
951,960,530129,530326,upstream,upstream,Yunnan,Yunnan,False,False
952,966,530181,530425,upstream,upstream,Yunnan,Yunnan,False,False
952,1019,530181,532331,upstream,upstream,Yunnan,Yunnan,False,False
953,958,530302,530324,upstream,upstream,Yunnan,Yunnan,False,False
953,956,530302,530322,upstream,upstream,Yunnan,Yunnan,False,False
953,955,530302,530304,upstream,upstream,Yunnan,Yunnan,False,False
953,959,530302,530325,upstream,upstream,Yunnan,Yunnan,False,False
953,954,530302,530303,upstream,upstream,Yunnan,Yunnan,False,False
954,955,530303,530304,upstream,upstream,Yunnan,Yunnan,False,False
954,959,530303,530325,upstream,upstream,Yunnan,Yunnan,False,False
954,961,530303,530381,upstream,upstream,Yunnan,Yunnan,False,False
954,960,530303,530326,upstream,upstream,Yunnan,Yunnan,False,False
955,956,530304,530322,upstream,upstream,Yunnan,Yunnan,False,False
956,957,530322,530323,upstream,upstream,Yunnan,Yunnan,False,False
956,958,530322,530324,upstream,upstream,Yunnan,Yunnan,False,False
956,1027,530322,532527,upstream,upstream,Yunnan,Yunnan,False,False
957,1038,530323,532626,upstream,upstream,Yunnan,Yunnan,False,False
957,958,530323,530324,upstream,upstream,Yunnan,Yunnan,False,False
957,1027,530323,532527,upstream,upstream,Yunnan,Yunnan,False,False
958,959,530324,530325,upstream,upstream,Yunnan,Yunnan,False,False
959,961,530325,530381,upstream,upstream,Yunnan,Yunnan,False,False
960,961,530326,530381,upstream,upstream,Yunnan,Yunnan,False,False
960,978,530326,530622,upstream,upstream,Yunnan,Yunnan,False,False
960,977,530326,530621,upstream,upstream,Yunnan,Yunnan,False,False
962,964,530402,530423,upstream,upstream,Yunnan,Yunnan,False,False
962,967,530402,530426,upstream,upstream,Yunnan,Yunnan,False,False
962,963,530402,530403,upstream,upstream,Yunnan,Yunnan,False,False
963,964,530403,530423,upstream,upstream,Yunnan,Yunnan,False,False
963,965,530403,530424,upstream,upstream,Yunnan,Yunnan,False,False
963,970,530403,530481,upstream,upstream,Yunnan,Yunnan,False,False
964,1025,530423,532524,upstream,upstream,Yunnan,Yunnan,False,False
964,1026,530423,532525,upstream,upstream,Yunnan,Yunnan,False,False
964,965,530423,530424,upstream,upstream,Yunnan,Yunnan,False,False
964,967,530423,530426,upstream,upstream,Yunnan,Yunnan,False,False
965,1025,530424,532524,upstream,upstream,Yunnan,Yunnan,False,False
965,1023,530424,532504,upstream,upstream,Yunnan,Yunnan,False,False
965,970,530424,530481,upstream,upstream,Yunnan,Yunnan,False,False
966,1011,530425,532322,upstream,upstream,Yunnan,Yunnan,False,False
966,967,530425,530426,upstream,upstream,Yunnan,Yunnan,False,False
966,1019,530425,532331,upstream,upstream,Yunnan,Yunnan,False,False
967,1026,530426,532525,upstream,upstream,Yunnan,Yunnan,False,False
967,968,530426,530427,upstream,upstream,Yunnan,Yunnan,False,False
967,1011,530426,532322,upstream,upstream,Yunnan,Yunnan,False,False
968,1026,530427,532525,upstream,upstream,Yunnan,Yunnan,False,False
968,994,530427,530822,upstream,upstream,Yunnan,Yunnan,False,False
968,969,530427,530428,upstream,upstream,Yunnan,Yunnan,False,False
968,997,530427,530825,upstream,upstream,Yunnan,Yunnan,False,False
968,1011,530427,532322,upstream,upstream,Yunnan,Yunnan,False,False
969,1026,530428,532525,upstream,upstream,Yunnan,Yunnan,False,False
969,1029,530428,532529,upstream,upstream,Yunnan,Yunnan,False,False
969,994,530428,530822,upstream,upstream,Yunnan,Yunnan,False,False
971,973,530502,530523,upstream,upstream,Yunnan,Yunnan,False,False
971,972,530502,530521,upstream,upstream,Yunnan,Yunnan,False,False
971,974,530502,530524,upstream,upstream,Yunnan,Yunnan,False,False
971,975,530502,530581,upstream,upstream,Yunnan,Yunnan,False,False
971,1051,530502,532928,upstream,upstream,Yunnan,Yunnan,False,False
971,1052,530502,532929,upstream,upstream,Yunnan,Yunnan,False,False
971,1061,530502,533301,upstream,upstream,Yunnan,Yunnan,False,False
972,1005,530521,530923,upstream,upstream,Yunnan,Yunnan,False,False
972,973,530521,530523,upstream,upstream,Yunnan,Yunnan,False,False
972,974,530521,530524,upstream,upstream,Yunnan,Yunnan,False,False
973,1006,530523,530924,upstream,upstream,Yunnan,Yunnan,False,False
973,1005,530523,530923,upstream,upstream,Yunnan,Yunnan,False,False
973,1057,530523,533103,upstream,upstream,Yunnan,Yunnan,False,False
973,1058,530523,533122,upstream,upstream,Yunnan,Yunnan,False,False
973,975,530523,530581,upstream,upstream,Yunnan,Yunnan,False,False
974,1005,530524,530923,upstream,upstream,Yunnan,Yunnan,False,False
974,1003,530524,530921,upstream,upstream,Yunnan,Yunnan,False,False
974,1050,530524,532927,upstream,upstream,Yunnan,Yunnan,False,False
974,1051,530524,532928,upstream,upstream,Yunnan,Yunnan,False,False
974,1045,530524,532922,upstream,upstream,Yunnan,Yunnan,False,False
975,1058,530581,533122,upstream,upstream,Yunnan,Yunnan,False,False
975,1059,530581,533123,upstream,upstream,Yunnan,Yunnan,False,False
975,1061,530581,533301,upstream,upstream,Yunnan,Yunnan,False,False
976,984,530602,530628,upstream,upstream,Yunnan,Yunnan,False,False
976,978,530602,530622,upstream,upstream,Yunnan,Yunnan,False,False
976,977,530602,530621,upstream,upstream,Yunnan,Yunnan,False,False
976,980,530602,530624,upstream,upstream,Yunnan,Yunnan,False,False
976,981,530602,530625,upstream,upstream,Yunnan,Yunnan,False,False
977,978,530621,530622,upstream,upstream,Yunnan,Yunnan,False,False
979,984,530623,530628,upstream,upstream,Yunnan,Yunnan,False,False
979,980,530623,530624,upstream,upstream,Yunnan,Yunnan,False,False
979,981,530623,530625,upstream,upstream,Yunnan,Yunnan,False,False
979,986,530623,530681,upstream,upstream,Yunnan,Yunnan,False,False
979,982,530623,530626,upstream,upstream,Yunnan,Yunnan,False,False
980,984,530624,530628,upstream,upstream,Yunnan,Yunnan,False,False
980,981,530624,530625,upstream,upstream,Yunnan,Yunnan,False,False
981,982,530625,530626,upstream,upstream,Yunnan,Yunnan,False,False
982,986,530626,530681,upstream,upstream,Yunnan,Yunnan,False,False
983,984,530627,530628,upstream,upstream,Yunnan,Yunnan,False,False
983,985,530627,530629,upstream,upstream,Yunnan,Yunnan,False,False
984,985,530628,530629,upstream,upstream,Yunnan,Yunnan,False,False
987,1055,530702,532932,upstream,upstream,Yunnan,Yunnan,False,False
987,989,530702,530722,upstream,upstream,Yunnan,Yunnan,False,False
987,988,530702,530721,upstream,upstream,Yunnan,Yunnan,False,False
987,991,530702,530724,upstream,upstream,Yunnan,Yunnan,False,False
988,1055,530721,532932,upstream,upstream,Yunnan,Yunnan,False,False
988,1054,530721,532931,upstream,upstream,Yunnan,Yunnan,False,False
988,1064,530721,533325,upstream,upstream,Yunnan,Yunnan,False,False
988,991,530721,530724,upstream,upstream,Yunnan,Yunnan,False,False
988,1067,530721,533423,upstream,upstream,Yunnan,Yunnan,False,False
988,1065,530721,533401,upstream,upstream,Yunnan,Yunnan,False,False
989,1047,530722,532924,upstream,upstream,Yunnan,Yunnan,False,False
989,1015,530722,532326,upstream,upstream,Yunnan,Yunnan,False,False
989,1055,530722,532932,upstream,upstream,Yunnan,Yunnan,False,False
989,990,530722,530723,upstream,upstream,Yunnan,Yunnan,False,False
989,991,530722,530724,upstream,upstream,Yunnan,Yunnan,False,False
990,1015,530723,532326,upstream,upstream,Yunnan,Yunnan,False,False
990,1016,530723,532327,upstream,upstream,Yunnan,Yunnan,False,False
990,991,530723,530724,upstream,upstream,Yunnan,Yunnan,False,False
992,1042,530802,532822,upstream,upstream,Yunnan,Yunnan,False,False
992,1041,530802,532801,upstream,upstream,Yunnan,Yunnan,False,False
992,998,530802,530826,upstream,upstream,Yunnan,Yunnan,False,False
992,1000,530802,530828,upstream,upstream,Yunnan,Yunnan,False,False
992,993,530802,530821,upstream,upstream,Yunnan,Yunnan,False,False
992,996,530802,530824,upstream,upstream,Yunnan,Yunnan,False,False
993,998,530821,530826,upstream,upstream,Yunnan,Yunnan,False,False
993,996,530821,530824,upstream,upstream,Yunnan,Yunnan,False,False
993,994,530821,530822,upstream,upstream,Yunnan,Yunnan,False,False
993,997,530821,530825,upstream,upstream,Yunnan,Yunnan,False,False
994,998,530822,530826,upstream,upstream,Yunnan,Yunnan,False,False
994,1031,530822,532531,upstream,upstream,Yunnan,Yunnan,False,False
994,1029,530822,532529,upstream,upstream,Yunnan,Yunnan,False,False
994,997,530822,530825,upstream,upstream,Yunnan,Yunnan,False,False
995,1002,530823,530902,upstream,upstream,Yunnan,Yunnan,False,False
995,997,530823,530825,upstream,upstream,Yunnan,Yunnan,False,False
995,1004,530823,530922,upstream,upstream,Yunnan,Yunnan,False,False
995,1011,530823,532322,upstream,upstream,Yunnan,Yunnan,False,False
995,1010,530823,532301,upstream,upstream,Yunnan,Yunnan,False,False
995,1049,530823,532926,upstream,upstream,Yunnan,Yunnan,False,False
995,1013,530823,532324,upstream,upstream,Yunnan,Yunnan,False,False
995,1048,530823,532925,upstream,upstream,Yunnan,Yunnan,False,False
996,1000,530824,530828,upstream,upstream,Yunnan,Yunnan,False,False
996,1007,530824,530925,upstream,upstream,Yunnan,Yunnan,False,False
996,1002,530824,530902,upstream,upstream,Yunnan,Yunnan,False,False
996,997,530824,530825,upstream,upstream,Yunnan,Yunnan,False,False
997,1002,530825,530902,upstream,upstream,Yunnan,Yunnan,False,False
997,1011,530825,532322,upstream,upstream,Yunnan,Yunnan,False,False
998,1043,530826,532823,upstream,upstream,Yunnan,Yunnan,False,False
998,1041,530826,532801,upstream,upstream,Yunnan,Yunnan,False,False
998,1031,530826,532531,upstream,upstream,Yunnan,Yunnan,False,False
999,1000,530827,530828,upstream,upstream,Yunnan,Yunnan,False,False
999,1001,530827,530829,upstream,upstream,Yunnan,Yunnan,False,False
1000,1042,530828,532822,upstream,upstream,Yunnan,Yunnan,False,False
1000,1001,530828,530829,upstream,upstream,Yunnan,Yunnan,False,False
1000,1009,530828,530927,upstream,upstream,Yunnan,Yunnan,False,False
1000,1007,530828,530925,upstream,upstream,Yunnan,Yunnan,False,False
1002,1007,530902,530925,upstream,upstream,Yunnan,Yunnan,False,False
1002,1008,530902,530926,upstream,upstream,Yunnan,Yunnan,False,False
1002,1004,530902,530922,upstream,upstream,Yunnan,Yunnan,False,False
1003,1005,530921,530923,upstream,upstream,Yunnan,Yunnan,False,False
1003,1004,530921,530922,upstream,upstream,Yunnan,Yunnan,False,False
1003,1049,530921,532926,upstream,upstream,Yunnan,Yunnan,False,False
1003,1050,530921,532927,upstream,upstream,Yunnan,Yunnan,False,False
1004,1008,530922,530926,upstream,upstream,Yunnan,Yunnan,False,False
1004,1005,530922,530923,upstream,upstream,Yunnan,Yunnan,False,False
1004,1049,530922,532926,upstream,upstream,Yunnan,Yunnan,False,False
1005,1008,530923,530926,upstream,upstream,Yunnan,Yunnan,False,False
1005,1006,530923,530924,upstream,upstream,Yunnan,Yunnan,False,False
1006,1008,530924,530926,upstream,upstream,Yunnan,Yunnan,False,False
1007,1009,530925,530927,upstream,upstream,Yunnan,Yunnan,False,False
1007,1008,530925,530926,upstream,upstream,Yunnan,Yunnan,False,False
1008,1009,530926,530927,upstream,upstream,Yunnan,Yunnan,False,False
1010,1011,532301,532322,upstream,upstream,Yunnan,Yunnan,False,False
1010,1013,532301,532324,upstream,upstream,Yunnan,Yunnan,False,False
1010,1019,532301,532331,upstream,upstream,Yunnan,Yunnan,False,False
1010,1012,532301,532323,upstream,upstream,Yunnan,Yunnan,False,False
1011,1019,532322,532331,upstream,upstream,Yunnan,Yunnan,False,False
1012,1013,532323,532324,upstream,upstream,Yunnan,Yunnan,False,False
1012,1019,532323,532331,upstream,upstream,Yunnan,Yunnan,False,False
1012,1014,532323,532325,upstream,upstream,Yunnan,Yunnan,False,False
1012,1017,532323,532328,upstream,upstream,Yunnan,Yunnan,False,False
1012,1015,532323,532326,upstream,upstream,Yunnan,Yunnan,False,False
1013,1048,532324,532925,upstream,upstream,Yunnan,Yunnan,False,False
1013,1014,532324,532325,upstream,upstream,Yunnan,Yunnan,False,False
1013,1046,532324,532923,upstream,upstream,Yunnan,Yunnan,False,False
1014,1046,532325,532923,upstream,upstream,Yunnan,Yunnan,False,False
