adcode,name_zh,level,province,reach,prefecture_zh,area_km2,county_id,ndvi_mean,n_obs,year
513226,金川县,district,Sichuan,upstream,阿坝藏族羌族自治州,5370.269883899706,513226,0.4728321220852679,149928,2020
513227,小金县,district,Sichuan,upstream,阿坝藏族羌族自治州,5558.2024955260285,513227,0.44812388536673375,155208,2020
513228,黑水县,district,Sichuan,upstream,阿坝藏族羌族自治州,4124.580010017145,513228,0.45323393266028317,115296,2020
513230,壤塘县,district,Sichuan,upstream,阿坝藏族羌族自治州,6641.187711526178,513230,0.40717773419002135,185832,2020
513231,阿坝县,district,Sichuan,upstream,阿坝藏族羌族自治州,10124.25467652069,513231,0.4198670234562667,283080,2020
513232,若尔盖县,district,Sichuan,upstream,阿坝藏族羌族自治州,10343.279809895903,513232,0.4590569122081445,289184,2020
513233,红原县,district,Sichuan,upstream,阿坝藏族羌族自治州,8345.41345044545,513233,0.4348241693241438,233304,2020
513301,康定市,district,Sichuan,upstream,甘孜藏族自治州,11596.605667859754,513301,0.41818649084208487,324528,2020
513322,泸定县,district,Sichuan,upstream,甘孜藏族自治州,2161.0125697692424,513322,0.4263578431372547,60384,2020
513323,丹巴县,district,Sichuan,upstream,甘孜藏族自治州,4502.039936337504,513323,0.49503179553100984,126024,2020
513324,九龙县,district,Sichuan,upstream,甘孜藏族自治州,6781.881528315309,513324,0.4835679955353379,189936,2020
513325,雅江县,district,Sichuan,upstream,甘孜藏族自治州,7452.035055086942,513325,0.5388751525443243,208464,2020
513326,道孚县,district,Sichuan,upstream,甘孜藏族自治州,7037.911961501421,513326,0.4303780969497582,196968,2020
513327,炉霍县,district,Sichuan,upstream,甘孜藏族自治州,4483.279155502852,513327,0.44220087807285696,125616,2020
513328,甘孜县,district,Sichuan,upstream,甘孜藏族自治州,6835.1627681294285,513328,0.3470524881789271,191184,2020
513329,新龙县,district,Sichuan,upstream,甘孜藏族自治州,9390.74087522089,513329,0.39197287136025827,262656,2020
513330,德格县,district,Sichuan,upstream,甘孜藏族自治州,11433.952892652886,513330,0.3585768085239345,320040,2020
513331,白玉县,district,Sichuan,upstream,甘孜藏族自治州,10258.551176569023,513331,0.4075459465201158,287136,2020
513332,石渠县,district,Sichuan,upstream,甘孜藏族自治州,22397.700343187636,513332,0.29776293117354585,626111,2020
513333,色达县,district,Sichuan,upstream,甘孜藏族自治州,8811.017830124652,513333,0.37803165765721913,246408,2020
513334,理塘县,district,Sichuan,upstream,甘孜藏族自治州,14035.681761812253,513334,0.4032316542364596,392592,2020
513335,巴塘县,district,Sichuan,upstream,甘孜藏族自治州,7706.869833060466,513335,0.3859291736234789,215616,2020
513336,乡城县,district,Sichuan,upstream,甘孜藏族自治州,4905.003470768667,513336,0.4876067610751184,137064,2020
513337,稻城县,district,Sichuan,upstream,甘孜藏族自治州,7084.889236966505,513337,0.4101959174829687,198456,2020
513338,得荣县,district,Sichuan,upstream,甘孜藏族自治州,2921.5900685967763,513338,0.46007079416372887,81696,2020
513401,西昌市,district,Sichuan,upstream,凉山彝族自治州,2897.683875771741,513401,0.5680592151876859,81013,2020
513422,木里藏族自治县,district,Sichuan,upstream,凉山彝族自治州,13208.875083924278,513422,0.5763365361241122,369407,2020
513423,盐源县,district,Sichuan,upstream,凉山彝族自治州,8417.292151769263,513423,0.5761292962904874,235907,2020
513424,德昌县,district,Sichuan,upstream,凉山彝族自治州,2286.8719256080053,513424,0.603733486496624,63984,2020
513425,会理市,district,Sichuan,upstream,凉山彝族自治州,4540.933766695033,513425,0.5348558702384886,127218,2020
513426,会东县,district,Sichuan,upstream,凉山彝族自治州,3228.1281551478396,513426,0.5434948314755841,90432,2020
513427,宁南县,district,Sichuan,upstream,凉山彝族自治州,1682.7049507131273,513427,0.5887502760788312,47088,2020
513428,普格县,district,Sichuan,upstream,凉山彝族自治州,1901.4154969186218,513428,0.575249324019829,53256,2020
513429,布拖县,district,Sichuan,upstream,凉山彝族自治州,1692.4851165132452,513429,0.5510135908168441,47304,2020
513430,金阳县,district,Sichuan,upstream,凉山彝族自治州,1587.993687974809,513430,0.5365391115489677,44662,2020
513431,昭觉县,district,Sichuan,upstream,凉山彝族自治州,2556.0620860329664,513431,0.5388871837922541,71472,2020
513432,喜德县,district,Sichuan,upstream,凉山彝族自治州,2101.4149048487257,513432,0.5617870217745218,58968,2020
513433,冕宁县,district,Sichuan,upstream,凉山彝族自治州,4396.29779247644,513433,0.5507398817164117,123094,2020
513434,越西县,district,Sichuan,upstream,凉山彝族自治州,2271.2595772399836,513434,0.5528783386954329,63408,2020
513435,甘洛县,district,Sichuan,upstream,凉山彝族自治州,2142.4599477323245,513435,0.5682846776887106,59880,2020
513436,美姑县,district,Sichuan,upstream,凉山彝族自治州,2515.417970615768,513436,0.5367112910997732,70560,2020
513437,雷波县,district,Sichuan,upstream,凉山彝族自治州,2834.125108966939,513437,0.5301630955840546,79145,2020
520102,南明区,district,Guizhou,upstream,贵阳市,205.11948164158628,520102,0.37755258865248226,5640,2020
520103,云岩区,district,Guizhou,upstream,贵阳市,91.81037738114034,520103,0.33925133792048934,2616,2020
520111,花溪区,district,Guizhou,upstream,贵阳市,961.7029526007525,520111,0.4614516302733214,26928,2020
520112,乌当区,district,Guizhou,upstream,贵阳市,684.3265215136583,520112,0.4810511726857617,19272,2020
520113,白云区,district,Guizhou,upstream,贵阳市,269.50277668699925,520113,0.3860661608093716,7512,2020
520115,观山湖区,district,Guizhou,upstream,贵阳市,307.0461061356856,520115,0.3980054934823092,8592,2020
520121,开阳县,district,Guizhou,upstream,贵阳市,2033.1067271285374,520121,0.5215260534988079,57048,2020
520122,息烽县,district,Guizhou,upstream,贵阳市,1028.5467175031802,520122,0.4702063265164163,28752,2020
520123,修文县,district,Guizhou,upstream,贵阳市,1083.6216134296392,520123,0.4680807864871998,30312,2020
520181,清镇市,district,Guizhou,upstream,贵阳市,1385.2419994133627,520181,0.4591898202513392,38832,2020
520201,钟山区,district,Guizhou,upstream,六盘水市,1069.2023314673402,520201,0.49349814629925454,30048,2020
520203,六枝特区,district,Guizhou,upstream,六盘水市,1798.9733868484168,520203,0.5125028036083294,50328,2020
520221,水城区,district,Guizhou,upstream,六盘水市,3013.473596834265,520221,0.5320926789947843,84360,2020
520281,盘州市,district,Guizhou,upstream,六盘水市,4031.7318470841096,520281,0.5694503775792386,112824,2020
520302,红花岗区,district,Guizhou,upstream,遵义市,1399.165654471547,520302,0.44197923534798533,39312,2020
520303,汇川区,district,Guizhou,upstream,遵义市,1514.324017694856,520303,0.4547921164772727,42240,2020
520304,播州区,district,Guizhou,upstream,遵义市,2473.6290853208957,520304,0.4770085135524797,69360,2020
520322,桐梓县,district,Guizhou,upstream,遵义市,3211.323928429895,520322,0.4895126891425535,90408,2020
520323,绥阳县,district,Guizhou,upstream,遵义市,2557.484250347726,520323,0.46283892665323934,71496,2020
520324,正安县,district,Guizhou,upstream,遵义市,2585.053579485142,520324,0.4536912271973468,72360,2020
520325,道真仡佬族苗族自治县,district,Guizhou,upstream,遵义市,2152.180182733649,520325,0.4589882185052438,60264,2020
520326,务川仡佬族苗族自治县,district,Guizhou,upstream,遵义市,2787.7954778908065,520326,0.45929598570989544,78096,2020
520327,凤冈县,district,Guizhou,upstream,遵义市,1893.2761421193372,520327,0.47407534628124054,53136,2020
520328,湄潭县,district,Guizhou,upstream,遵义市,1862.7254799273755,520328,0.480004451369652,51984,2020
520329,余庆县,district,Guizhou,upstream,遵义市,1620.7556953694673,520329,0.4888008919133195,45408,2020
520330,习水县,district,Guizhou,upstream,遵义市,3062.4662286327075,520330,0.48700126216545025,85488,2020
520381,赤水市,district,Guizhou,upstream,遵义市,1870.7353953194063,520381,0.5591056013431008,52416,2020
520382,仁怀市,district,Guizhou,upstream,遵义市,1789.1104381326447,520382,0.4963389770723105,49896,2020
520402,西秀区,district,Guizhou,upstream,安顺市,1723.839181145524,520402,0.4765885639178672,48312,2020
520403,平坝区,district,Guizhou,upstream,安顺市,996.893470727128,520403,0.46532155345371173,27912,2020
520422,普定县,district,Guizhou,upstream,安顺市,1084.6640813722454,520422,0.47275204551433847,30408,2020
520423,镇宁布依族苗族自治县,district,Guizhou,upstream,安顺市,1703.0995660525787,520423,0.5218784432142259,47688,2020
520424,关岭布依族苗族自治县,district,Guizhou,upstream,安顺市,1471.0104533296278,520424,0.49438476592851593,41184,2020
520425,紫云苗族布依族自治县,district,Guizhou,upstream,安顺市,2271.1849067190506,520425,0.5414826173841896,63552,2020
520502,七星关区,district,Guizhou,upstream,毕节市,3410.040406035983,520502,0.5539724750962661,95568,2020
520521,大方县,district,Guizhou,upstream,毕节市,3503.1598300256915,520521,0.538190899632803,98040,2020
520522,黔西市,district,Guizhou,upstream,毕节市,2566.2345280598975,520522,0.5003661891636038,71832,2020
520523,金沙县,district,Guizhou,upstream,毕节市,2511.897898442088,520523,0.5084888068828219,70320,2020
520524,织金县,district,Guizhou,upstream,毕节市,2874.5424156273143,520524,0.50624287136599,80352,2020
520525,纳雍县,district,Guizhou,upstream,毕节市,2446.616523398607,520525,0.5381251475055496,68472,2020
520526,威宁彝族回族苗族自治县,district,Guizhou,upstream,毕节市,6304.527244062177,520526,0.5161890959012682,176640,2020
520527,赫章县,district,Guizhou,upstream,毕节市,3249.087758281894,520527,0.5690362600123228,90888,2020
520602,碧江区,district,Guizhou,upstream,铜仁市,1033.832142218508,520602,0.44809100041425026,28968,2020
520603,万山区,district,Guizhou,upstream,铜仁市,828.2175948185628,520603,0.4462197959710746,23232,2020
520621,江口县,district,Guizhou,upstream,铜仁市,1875.6130367654214,520621,0.4841109286803967,52440,2020
520622,玉屏侗族自治县,district,Guizhou,upstream,铜仁市,529.1036173937127,520622,0.43402443273906005,14808,2020
520623,石阡县,district,Guizhou,upstream,铜仁市,2160.7997534644905,520623,0.5060640924092409,60600,2020
520624,思南县,district,Guizhou,upstream,铜仁市,2207.290509322561,520624,0.4960904632152586,61656,2020
520625,印江土家族苗族自治县,district,Guizhou,upstream,铜仁市,1976.687112836569,520625,0.5172752238967995,55271,2020
520626,德江县,district,Guizhou,upstream,铜仁市,2071.9411640120247,520626,0.46679463396930754,57864,2020
520627,沿河土家族自治县,district,Guizhou,upstream,铜仁市,2472.2347169767577,520627,0.462191156876376,69048,2020
520628,松桃苗族自治县,district,Guizhou,upstream,铜仁市,2866.9988600057795,520628,0.4707308221225713,80280,2020
522301,兴义市,district,Guizhou,upstream,黔西南布依族苗族自治州,2917.7501712433673,522301,0.5549007616881846,81792,2020
522302,兴仁市,district,Guizhou,upstream,黔西南布依族苗族自治州,1783.9254998359256,522302,0.5198032789507359,50016,2020
522323,普安县,district,Guizhou,upstream,黔西南布依族苗族自治州,1453.3347674032555,522323,0.5370757941176468,40800,2020
522324,晴隆县,district,Guizhou,upstream,黔西南布依族苗族自治州,1300.8499003599281,522324,0.510660689123734,36336,2020
522325,贞丰县,district,Guizhou,upstream,黔西南布依族苗族自治州,1501.25016785842,522325,0.5214063011028711,42072,2020
522326,望谟县,district,Guizhou,upstream,黔西南布依族苗族自治州,3022.7480006172973,522326,0.5840965104462087,84624,2020
522327,册亨县,district,Guizhou,upstream,黔西南布依族苗族自治州,2609.9083101977576,522327,0.5852627916529743,73032,2020
522328,安龙县,district,Guizhou,upstream,黔西南布依族苗族自治州,2244.732416741946,522328,0.5372009280447494,62928,2020
522601,凯里市,district,Guizhou,upstream,黔东南苗族侗族自治州,1565.054035584654,522601,0.4596682345712726,43944,2020
522622,黄平县,district,Guizhou,upstream,黔东南苗族侗族自治州,1656.0806312654486,522622,0.4909966001382409,46296,2020
522623,施秉县,district,Guizhou,upstream,黔东南苗族侗族自治州,1546.1876877016905,522623,0.48978814528023584,43392,2020
522624,三穗县,district,Guizhou,upstream,黔东南苗族侗族自治州,1030.3883976402215,522624,0.5170157725766362,28968,2020
522625,镇远县,district,Guizhou,upstream,黔东南苗族侗族自治州,1892.3352486724782,522625,0.4910721383719171,52872,2020
522626,岑巩县,district,Guizhou,upstream,黔东南苗族侗族自治州,1473.0440658491448,522626,0.4933185087719301,41040,2020
522627,天柱县,district,Guizhou,upstream,黔东南苗族侗族自治州,2208.589020782352,522627,0.5000202641960937,61848,2020
522628,锦屏县,district,Guizhou,upstream,黔东南苗族侗族自治州,1616.1345548440083,522628,0.4842523907103827,45384,2020
522629,剑河县,district,Guizhou,upstream,黔东南苗族侗族自治州,2157.3142934076295,522629,0.5130899456161294,60312,2020
522630,台江县,district,Guizhou,upstream,黔东南苗族侗族自治州,1081.7189785237945,522630,0.5305308406258289,30168,2020
522631,黎平县,district,Guizhou,upstream,黔东南苗族侗族自治州,4415.634918464763,522631,0.4935127193408445,123552,2020
522632,榕江县,district,Guizhou,upstream,黔东南苗族侗族自治州,3308.845711435461,522632,0.5031939098410227,92592,2020
522633,从江县,district,Guizhou,upstream,黔东南苗族侗族自治州,3224.615806497778,522633,0.5230420361029999,90408,2020
522634,雷山县,district,Guizhou,upstream,黔东南苗族侗族自治州,1189.2692763677867,522634,0.49649728234728213,33264,2020
522635,麻江县,district,Guizhou,upstream,黔东南苗族侗族自治州,954.3631923751573,522635,0.45429521645981097,27072,2020
522636,丹寨县,district,Guizhou,upstream,黔东南苗族侗族自治州,942.4689284071517,522636,0.47987181818181823,26400,2020
522701,都匀市,district,Guizhou,upstream,黔南布依族苗族自治州,2298.526485425486,522701,0.4543811768186349,64224,2020
522702,福泉市,district,Guizhou,upstream,黔南布依族苗族自治州,1696.339886385428,522702,0.4871374957912457,47520,2020
522722,荔波县,district,Guizhou,upstream,黔南布依族苗族自治州,2410.8661248149797,522722,0.5191099499170222,67488,2020
522723,贵定县,district,Guizhou,upstream,黔南布依族苗族自治州,1622.1239332097764,522723,0.4856165189594357,45360,2020
522725,瓮安县,district,Guizhou,upstream,黔南布依族苗族自治州,1957.794043667394,522725,0.5097931813210845,54864,2020
522726,独山县,district,Guizhou,upstream,黔南布依族苗族自治州,2432.970248809221,522726,0.48672329671939046,68280,2020
522727,平塘县,district,Guizhou,upstream,黔南布依族苗族自治州,2792.1238102997236,522727,0.49507902999182496,78288,2020
522728,罗甸县,district,Guizhou,upstream,黔南布依族苗族自治州,3010.316634802999,522728,0.574210330108139,84336,2020
522729,长顺县,district,Guizhou,upstream,黔南布依族苗族自治州,1542.825649058108,522729,0.5018266973586308,43008,2020
522730,龙里县,district,Guizhou,upstream,黔南布依族苗族自治州,1532.1619141317237,522730,0.5122201057458358,42744,2020
522731,惠水县,district,Guizhou,upstream,黔南布依族苗族自治州,2477.432694992243,522731,0.5148921675302247,69480,2020
522732,三都水族自治县,district,Guizhou,upstream,黔南布依族苗族自治州,2382.1843007193047,522732,0.514596185932061,66648,2020
530102,五华区,district,Yunnan,upstream,昆明市,396.36755284558024,530102,0.5418871023138107,11064,2020
530103,盘龙区,district,Yunnan,upstream,昆明市,845.2672476897496,530103,0.5905536994949496,23760,2020
530111,官渡区,district,Yunnan,upstream,昆明市,637.5442560715348,530111,0.4101567188741347,17622,2020
530112,西山区,district,Yunnan,upstream,昆明市,896.8366247812754,530112,0.5118400854630618,24338,2020
530113,东川区,district,Yunnan,upstream,昆明市,1865.9973410292796,530113,0.5044429923371646,52200,2020
530114,呈贡区,district,Yunnan,upstream,昆明市,498.92582783670866,530114,0.4135614278451594,13769,2020
530115,晋宁区,district,Yunnan,upstream,昆明市,1338.2043968300597,530115,0.5273454577322367,37085,2020
530124,富民县,district,Yunnan,upstream,昆明市,993.8550656905281,530124,0.5771402359437752,27888,2020
530125,宜良县,district,Yunnan,upstream,昆明市,1914.0469721238494,530125,0.5647308977542144,53567,2020
530126,石林彝族自治县,district,Yunnan,upstream,昆明市,1681.5173233786998,530126,0.5193053285665646,46992,2020
530127,嵩明县,district,Yunnan,upstream,昆明市,828.628581215255,530127,0.513752249913465,23112,2020
530128,禄劝彝族苗族自治县,district,Yunnan,upstream,昆明市,4224.648114108652,530128,0.5892656431710617,118320,2020
530129,寻甸回族彝族自治县,district,Yunnan,upstream,昆明市,3598.1032655473746,530129,0.5546814737635947,100776,2020
530181,安宁市,district,Yunnan,upstream,昆明市,1299.9625274505431,530181,0.5903764091511938,36192,2020
530302,麒麟区,district,Yunnan,upstream,曲靖市,1546.5708979149517,530302,0.5267937326677758,43272,2020
530303,沾益区,district,Yunnan,upstream,曲靖市,2813.0319360952844,530303,0.5306530830280829,78624,2020
530304,马龙区,district,Yunnan,upstream,曲靖市,1593.3386286335447,530304,0.5274501474530832,44760,2020
530322,陆良县,district,Yunnan,upstream,曲靖市,1992.1493491146698,530322,0.48568590791738364,55776,2020
530323,师宗县,district,Yunnan,upstream,曲靖市,2771.7691232979646,530323,0.5985467099834985,77568,2020
530324,罗平县,district,Yunnan,upstream,曲靖市,3009.5856606154784,530324,0.5965727483883201,84384,2020
530325,富源县,district,Yunnan,upstream,曲靖市,3251.50426303596,530325,0.5832555184940551,90840,2020
530326,会泽县,district,Yunnan,upstream,曲靖市,5882.977238071857,530326,0.5656290803549718,164520,2020
530381,宣威市,district,Yunnan,upstream,曲靖市,6052.642141131481,530381,0.5536737233465421,169584,2020
530402,红塔区,district,Yunnan,upstream,玉溪市,945.2645972757939,530402,0.5704274833937198,26496,2020
530403,江川区,district,Yunnan,upstream,玉溪市,808.3589964330923,530403,0.4742729514752934,22504,2020
530423,通海县,district,Yunnan,upstream,玉溪市,740.5123470420478,530423,0.548283315703433,20798,2020
530424,华宁县,district,Yunnan,upstream,玉溪市,1250.0525445859546,530424,0.5643279708020806,34797,2020
530425,易门县,district,Yunnan,upstream,玉溪市,1527.0739383262228,530425,0.6109952063447501,42744,2020
530426,峨山彝族自治县,district,Yunnan,upstream,玉溪市,1931.074273201745,530426,0.6087626014460675,54216,2020
530427,新平彝族傣族自治县,district,Yunnan,upstream,玉溪市,4262.617886121524,530427,0.6126314486716187,119544,2020
530428,元江哈尼族彝族傣族自治县,district,Yunnan,upstream,玉溪市,2716.636585289255,530428,0.6003898646161931,76080,2020
530481,澄江市,district,Yunnan,upstream,玉溪市,755.9941350855656,530481,0.480267305789796,21227,2020
530502,隆阳区,district,Yunnan,upstream,保山市,4831.736449266627,530502,0.5464556705983209,135312,2020
530521,施甸县,district,Yunnan,upstream,保山市,1937.6917035292886,530521,0.5733782272325375,54288,2020
530523,龙陵县,district,Yunnan,upstream,保山市,2818.3144137918457,530523,0.6283430631520306,78984,2020
530524,昌宁县,district,Yunnan,upstream,保山市,3773.6121894261605,530524,0.6115068037854652,105456,2020
530581,腾冲市,district,Yunnan,upstream,保山市,5709.557063292552,530581,0.6180138542917168,159936,2020
530602,昭阳区,district,Yunnan,upstream,昭通市,2163.7140137784877,530602,0.5202508491623797,60648,2020
530621,鲁甸县,district,Yunnan,upstream,昭通市,1485.72922821885,530621,0.5543688845636294,41616,2020
530622,巧家县,district,Yunnan,upstream,昭通市,3202.700650502521,530622,0.5655163921621141,89616,2020
530623,盐津县,district,Yunnan,upstream,昭通市,2021.9137894999901,530623,0.578755354617452,56568,2020
530624,大关县,district,Yunnan,upstream,昭通市,1717.8075093833124,530624,0.5831138057218898,48096,2020
530625,永善县,district,Yunnan,upstream,昭通市,2779.282585237608,530625,0.5551241981532447,77758,2020
530626,绥江县,district,Yunnan,upstream,昭通市,751.4730953679343,530626,0.54749696940863,21019,2020
530627,镇雄县,district,Yunnan,upstream,昭通市,3699.4952391538677,530627,0.5798511471610654,103560,2020
530628,彝良县,district,Yunnan,upstream,昭通市,2802.565461651461,530628,0.5905564399734803,78432,2020
530629,威信县,district,Yunnan,upstream,昭通市,1394.329148556803,530629,0.5878877864743194,39096,2020
530681,水富市,district,Yunnan,upstream,昭通市,438.28853163946775,530681,0.5394275859273671,12336,2020
530702,古城区,district,Yunnan,upstream,丽江市,1267.4379959079458,530702,0.5917214758831524,35328,2020
530721,玉龙纳西族自治县,district,Yunnan,upstream,丽江市,6195.543291547791,530721,0.5674628890630226,173558,2020
530722,永胜县,district,Yunnan,upstream,丽江市,4926.844678674715,530722,0.5703591470835386,138044,2020
530723,华坪县,district,Yunnan,upstream,丽江市,2143.3953171670564,530723,0.5933659360989351,59999,2020
530724,宁蒗彝族自治县,district,Yunnan,upstream,丽江市,6030.084588635176,530724,0.5842656006791294,168451,2020
530802,思茅区,district,Yunnan,upstream,普洱市,3863.780683989546,530802,0.681764812759029,108096,2020
530821,宁洱哈尼族彝族自治县,district,Yunnan,upstream,普洱市,3677.8605111932648,530821,0.6943207060994562,102960,2020
530822,墨江哈尼族自治县,district,Yunnan,upstream,普洱市,5262.058918047229,530822,0.664221237106406,147360,2020
530823,景东彝族自治县,district,Yunnan,upstream,普洱市,4448.233828801907,530823,0.626825920038536,124560,2020
530824,景谷傣族彝族自治县,district,Yunnan,upstream,普洱市,7527.35312497441,530824,0.6882871229797406,210864,2020
530825,镇沅彝族哈尼族拉祜族自治县,district,Yunnan,upstream,普洱市,4137.5600870026965,530825,0.6598183200510589,115944,2020
530826,江城哈尼族彝族自治县,district,Yunnan,upstream,普洱市,3444.077173368255,530826,0.7250597456575683,96720,2020
530827,孟连傣族拉祜族佤族自治县,district,Yunnan,upstream,普洱市,1896.2891550408735,530827,0.6563838932880849,53040,2020
530828,澜沧拉祜族自治县,district,Yunnan,upstream,普洱市,8740.982444849356,530828,0.6613291574098279,244864,2020
530829,西盟佤族自治县,district,Yunnan,upstream,普洱市,1258.322449841556,530829,0.6905704978574649,35472,2020
530902,临翔区,district,Yunnan,upstream,临沧市,2562.1661844094115,530902,0.6197447394091413,71760,2020
530921,凤庆县,district,Yunnan,upstream,临沧市,3308.7297267533017,530921,0.5790433990094743,92880,2020
530922,云县,district,Yunnan,upstream,临沧市,3685.6223924376363,530922,0.5891128343800884,103176,2020
530923,永德县,district,Yunnan,upstream,临沧市,3225.2343096290383,530923,0.5883883111702128,90240,2020
530924,镇康县,district,Yunnan,upstream,临沧市,2527.8082046481386,530924,0.6425045150643196,70896,2020
530925,双江拉祜族佤族布朗族傣族自治县,district,Yunnan,upstream,临沧市,2165.891083078115,530925,0.620468446249339,60576,2020
530926,耿马傣族佤族自治县,district,Yunnan,upstream,临沧市,3702.453290915661,530926,0.6414803750385447,103776,2020
530927,沧源佤族自治县,district,Yunnan,upstream,临沧市,2493.0984216219254,530927,0.6617005495293846,69696,2020
532301,楚雄市,district,Yunnan,upstream,楚雄彝族自治州,4435.724753097684,532301,0.5942397910226688,124224,2020
532322,双柏县,district,Yunnan,upstream,楚雄彝族自治州,3886.258768644943,532322,0.6046368453430291,108912,2020
532323,牟定县,district,Yunnan,upstream,楚雄彝族自治州,1447.8256180024864,532323,0.59968190652819,40440,2020
532324,南华县,district,Yunnan,upstream,楚雄彝族自治州,2265.8747894322987,532324,0.5782571946757503,63408,2020
532325,姚安县,district,Yunnan,upstream,楚雄彝族自治州,1696.6882569200573,532325,0.5906475610011959,47663,2020
532326,大姚县,district,Yunnan,upstream,楚雄彝族自治州,4036.9953349007774,532326,0.6248147444751383,112944,2020
532327,永仁县,district,Yunnan,upstream,楚雄彝族自治州,2141.1257334993397,532327,0.5854870806709267,60096,2020
532328,元谋县,district,Yunnan,upstream,楚雄彝族自治州,2027.9730300563526,532328,0.4868807492562012,56803,2020
532329,武定县,district,Yunnan,upstream,楚雄彝族自治州,2938.266008507076,532329,0.5999345856366985,82488,2020
532331,禄丰市,district,Yunnan,upstream,楚雄彝族自治州,3538.1855111700534,532331,0.6115451842444768,99216,2020
532501,个旧市,district,Yunnan,upstream,红河哈尼族彝族自治州,1565.0845633577223,532501,0.5575139058791312,43816,2020
532502,开远市,district,Yunnan,upstream,红河哈尼族彝族自治州,1937.3349961002764,532502,0.5189923847400207,54312,2020
532503,蒙自市,district,Yunnan,upstream,红河哈尼族彝族自治州,2164.3015668902544,532503,0.5535101361173516,60536,2020
532504,弥勒市,district,Yunnan,upstream,红河哈尼族彝族自治州,3911.650947452068,532504,0.5515041413432712,109747,2020
532523,屏边苗族自治县,district,Yunnan,upstream,红河哈尼族彝族自治州,1845.90123170434,532523,0.6202829242283235,51576,2020
532524,建水县,district,Yunnan,upstream,红河哈尼族彝族自治州,3782.0407620646006,532524,0.5504982404056399,106104,2020
532525,石屏县,district,Yunnan,upstream,红河哈尼族彝族自治州,3044.5158016354753,532525,0.5985493763825479,84988,2020
532527,泸西县,district,Yunnan,upstream,红河哈尼族彝族自治州,1647.0970300808222,532527,0.526343269064872,46368,2020
532528,元阳县,district,Yunnan,upstream,红河哈尼族彝族自治州,2212.850616559691,532528,0.6351145728399847,61944,2020
532529,红河县,district,Yunnan,upstream,红河哈尼族彝族自治州,2034.4807178655794,532529,0.6271384126649817,56976,2020
532530,金平苗族瑶族傣族自治县,district,Yunnan,upstream,红河哈尼族彝族自治州,3612.591451613713,532530,0.6435461120335227,101184,2020
532531,绿春县,district,Yunnan,upstream,红河哈尼族彝族自治州,3089.8838799088167,532531,0.6887665360972454,86544,2020
532532,河口瑶族自治县,district,Yunnan,upstream,红河哈尼族彝族自治州,1332.3427623616867,532532,0.539936905523566,37512,2020
532601,文山市,district,Yunnan,upstream,文山壮族苗族自治州,2959.1043223315382,532601,0.5791745738225946,83064,2020
532622,砚山县,district,Yunnan,upstream,文山壮族苗族自治州,3858.650848058538,532622,0.5438883869774328,108120,2020
532623,西畴县,district,Yunnan,upstream,文山壮族苗族自治州,1502.5199139714935,532623,0.5957725364790603,42216,2020
532624,麻栗坡县,district,Yunnan,upstream,文山壮族苗族自治州,2364.0547528853695,532624,0.581609542864072,65976,2020
532625,马关县,district,Yunnan,upstream,文山壮族苗族自治州,2673.6066182118175,532625,0.6186405418403339,74856,2020
532626,丘北县,district,Yunnan,upstream,文山壮族苗族自治州,5048.457956256204,532626,0.586017680027174,141312,2020
532627,广南县,district,Yunnan,upstream,文山壮族苗族自治州,7762.8048281778265,532627,0.636348228212486,217464,2020
532628,富宁县,district,Yunnan,upstream,文山壮族苗族自治州,5269.773068642203,532628,0.6616514046845386,147720,2020
532801,景洪市,district,Yunnan,upstream,西双版纳傣族自治州,6868.971034645894,532801,0.7233959962843023,192696,2020
532822,勐海县,district,Yunnan,upstream,西双版纳傣族自治州,5366.61486634632,532822,0.6779598322156578,150312,2020
532823,勐腊县,district,Yunnan,upstream,西双版纳傣族自治州,6826.261600304731,532823,0.7342521337513062,191400,2020
532901,大理市,district,Yunnan,upstream,大理白族自治州,1739.1105344294872,532901,0.5054522763736377,47993,2020
532922,漾濞彝族自治县,district,Yunnan,upstream,大理白族自治州,1861.8237846997579,532922,0.5637871352734495,52368,2020
532923,祥云县,district,Yunnan,upstream,大理白族自治州,2431.1402101277727,532923,0.537896342967924,68088,2020
532924,宾川县,district,Yunnan,upstream,大理白族自治州,2530.641632214301,532924,0.5524621776382763,70728,2020
532925,弥渡县,district,Yunnan,upstream,大理白族自治州,1527.1900344186745,532925,0.5506723569826136,42792,2020
532926,南涧彝族自治县,district,Yunnan,upstream,大理白族自治州,1738.2372746534138,532926,0.5621141568241468,48768,2020
532927,巍山彝族回族自治县,district,Yunnan,upstream,大理白族自治州,2181.020139385631,532927,0.5664016074699112,61152,2020
532928,永平县,district,Yunnan,upstream,大理白族自治州,2789.192030279934,532928,0.5770528440578819,77952,2020
532929,云龙县,district,Yunnan,upstream,大理白族自治州,4367.44259443527,532929,0.5774627180944916,122424,2020
532930,洱源县,district,Yunnan,upstream,大理白族自治州,2530.1499262871835,532930,0.5692570577354819,70823,2020
532931,剑川县,district,Yunnan,upstream,大理白族自治州,2236.7790503342053,532931,0.579851237552432,62462,2020
532932,鹤庆县,district,Yunnan,upstream,大理白族自治州,2362.5072797797075,532932,0.569592030891065,66168,2020
533102,瑞丽市,district,Yunnan,upstream,德宏傣族景颇族自治州,944.9120636899013,533102,0.6435563026474127,26592,2020
